Station,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
SM3,2003-01-01,7.233333333333333,18.099999999999998,8.200000000000001,33.233333333333334,0.0013333333333333333,0.007666666666666666,0.7999999999999999,6.266666666666667,40.0,200.0,42.9619840698268,0.03808343388712107,43.35885386131056,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2003-04-01,5.6000000000000005,24.433333333333334,8.166666666666666,33.03333333333333,0.0016666666666666668,0.008333333333333333,0.9,4.8,72.0,129.31622528214632,20.72477817939658,0.029681886541002716,16.0712846131774,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2003-07-01,4.566666666666666,26.733333333333334,8.166666666666666,33.03333333333333,0.0023333333333333335,0.009333333333333334,1.3,3.733333333333333,107.0,123.90929455373363,29.80062860837561,0.06,34.77522668972852,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2003-10-01,6.2,23.96666666666667,8.166666666666666,33.4,0.002,0.010666666666666666,0.5,5.833333333333333,75.66666666666667,81.57257729265338,34.15419860825918,0.02321168517493399,62.03154564891396,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2004-01-01,7.533333333333334,18.933333333333334,8.166666666666666,33.766666666666666,0.0033333333333333335,0.013333333333333334,1.2333333333333334,5.166666666666667,97.33333333333333,129.12471566899464,28.149386374502367,0.037727323210572136,41.2346696068531,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2004-04-01,6.666666666666667,25.633333333333336,8.166666666666666,33.333333333333336,0.0026666666666666666,0.007,0.7666666666666666,2.9,30.0,114.2525175585477,31.162451621949995,0.039974689064836026,46.64582244058133,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2004-07-01,4.566666666666666,26.133333333333336,8.033333333333333,31.066666666666666,0.0033333333333333335,0.011000000000000001,0.6333333333333333,4.733333333333333,231.66666666666666,53.90168055496078,20.850861134273597,0.06,158.3509205992252,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2004-10-01,5.3,23.599999999999998,8.166666666666666,33.199999999999996,0.002,0.012000000000000002,0.7000000000000001,4.166666666666667,44.666666666666664,82.54105959949544,23.821432680348682,0.04267362434212635,129.7808590202856,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2005-01-01,7.0,16.666666666666668,8.133333333333333,32.93333333333334,0.0013333333333333333,0.011666666666666665,0.5666666666666667,2.2666666666666666,87.33333333333333,147.82241061858807,39.090826131510056,0.03125625545310431,50.296349339671295,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2005-04-01,6.0,24.866666666666664,8.266666666666666,31.233333333333334,0.0026666666666666666,0.008,0.9666666666666667,2.466666666666667,368.6666666666667,188.04061775001546,33.437234723037626,0.026524367409701727,114.02819004492338,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2005-07-01,5.166666666666667,25.03333333333333,7.8999999999999995,32.53333333333333,0.0016666666666666668,0.014333333333333332,0.7666666666666666,3.1999999999999997,253.66666666666666,132.85078917650657,26.30009599288139,0.033085684261514356,143.76500676236145,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2005-10-01,6.7,24.366666666666664,8.0,33.1,0.0013333333333333333,0.012333333333333333,0.43333333333333335,8.833333333333334,173.33333333333334,158.60791474026786,51.48347702665033,0.025993432929359694,103.56523151615824,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2006-01-01,8.299999999999999,18.266666666666666,8.066666666666666,32.93333333333333,0.0013333333333333333,0.009333333333333334,0.7333333333333334,3.6666666666666665,70.0,114.54856419958764,22.044921577919773,0.03810856924216194,86.86977130644445,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2006-04-01,5.8,24.866666666666664,8.166666666666666,33.06666666666667,0.0026666666666666666,0.008,0.13333333333333333,4.533333333333333,78.66666666666667,116.9708843761789,29.348239120704438,0.0305216975164908,134.8384901212733,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2006-07-01,4.6,24.866666666666664,7.966666666666666,33.1,0.0016666666666666668,0.009666666666666665,0.5333333333333333,4.133333333333334,510.0,158.18426596668127,27.97201183728207,0.02178348557532412,112.5316920379578,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2006-10-01,6.366666666666667,25.133333333333336,7.833333333333333,33.03333333333333,0.0016666666666666668,0.011333333333333334,0.3666666666666667,7.333333333333333,350.0,178.19720512128143,40.64261425001257,0.05904949703021615,37.818490702488766,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2007-01-01,7.033333333333334,19.46666666666667,7.933333333333333,33.56666666666666,0.002,0.01,0.6666666666666666,4.366666666666666,173.33333333333334,165.53838427129676,33.64400354609221,0.03126715712823096,66.42591459137623,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2007-04-01,5.8,23.233333333333334,8.133333333333333,33.733333333333334,0.0023333333333333335,0.009,0.6833333333333335,4.3999999999999995,85.66666666666667,82.67729236153133,31.935507852936077,0.02364364184175682,54.39988312473672,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2007-07-01,3.6333333333333333,24.833333333333332,8.133333333333333,33.233333333333334,0.0030000000000000005,0.013333333333333334,0.8999999999999999,3.6666666666666665,354.6666666666667,117.6564388389664,20.0,0.03523563304035104,138.91474729572357,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2007-10-01,6.3,23.900000000000002,8.133333333333333,32.5,0.002,0.016333333333333335,0.39999999999999997,4.133333333333334,44.0,129.71336395667032,44.17504926305042,0.03839364706199781,53.558144244834544,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2008-01-01,8.533333333333333,16.266666666666666,8.066666666666666,31.933333333333334,0.002,0.016666666666666666,0.7000000000000001,3.1,65.66666666666667,110.91127127723648,30.789085618423343,0.01987748022077463,48.730166117158,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2008-04-01,5.533333333333332,23.866666666666664,8.133333333333333,33.73333333333333,0.0023333333333333335,0.009333333333333332,0.39999999999999997,4.133333333333334,54.666666666666664,133.57501401954585,34.409642931816386,0.042241001309167886,129.6288206766645,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2008-07-01,2.966666666666667,24.333333333333332,7.933333333333334,33.13333333333333,0.0016666666666666668,0.015333333333333332,0.5666666666666667,2.733333333333333,93.66666666666667,148.72018840841315,25.79614431373615,0.02561686797949938,85.01426438989837,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2008-10-01,6.3,24.666666666666668,8.133333333333333,32.73333333333333,0.0016666666666666668,0.011333333333333334,0.4666666666666666,6.8999999999999995,1241.3333333333333,155.0983413184299,24.478530905164607,0.06,220.0,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2009-01-01,6.366666666666667,18.933333333333334,8.066666666666666,33.5,0.001,0.011000000000000001,0.8333333333333334,3.8333333333333335,120.66666666666667,179.0054553277533,54.57659304415124,0.045292880586527084,45.86797506067578,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2009-04-01,5.233333333333333,24.066666666666666,7.8999999999999995,33.199999999999996,0.0013333333333333333,0.008666666666666666,0.5333333333333333,2.433333333333333,25.666666666666668,108.46956133463078,20.0,0.03239596020661871,55.403359837119304,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2009-07-01,4.2,26.3,8.133333333333333,32.166666666666664,0.002,0.009333333333333334,1.0666666666666667,4.333333333333333,120.0,72.258839230624,23.297203364533743,0.02858245806409298,136.6034571778284,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2009-10-01,6.3999999999999995,24.866666666666664,8.0,32.86666666666667,0.002,0.013,0.5666666666666667,5.1000000000000005,107.0,132.53821079050584,54.2356848594422,0.036053929546577185,36.47017472767247,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2010-01-01,7.833333333333333,18.0,7.966666666666666,32.56666666666667,0.0013333333333333333,0.023999999999999997,0.7999999999999999,2.6,47.666666666666664,185.9333860914681,40.99244638123799,0.04677606556308597,152.29673121380117,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2010-04-01,6.533333333333334,23.133333333333336,7.766666666666667,33.53333333333333,0.001,0.008,0.6,2.033333333333333,106.66666666666667,103.30584490160793,29.703852244682487,0.03710841167944165,37.9359624614147,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2010-07-01,3.7000000000000006,24.7,8.0,32.86666666666667,0.002,0.012000000000000002,1.0666666666666667,2.9,262.0,144.0396441972302,50.1673177670962,0.034616147772794495,103.09212023855304,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2010-10-01,6.2,23.366666666666664,8.066666666666666,32.4,0.0016666666666666668,0.012333333333333335,0.6,6.066666666666666,265.3333333333333,144.3511027365425,38.42663141445075,0.038254614622326204,26.744315215368164,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2011-01-01,7.533333333333334,15.833333333333334,7.8,32.266666666666666,0.001,0.016666666666666666,0.9,3.4,310.0,126.70047165706131,35.77829954760576,0.03008572401961756,75.55201897038953,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2011-04-01,5.7,23.900000000000002,7.8,32.833333333333336,0.002,0.006666666666666667,0.6666666666666666,2.7999999999999994,1774.3333333333333,120.24236523653,35.69373639883099,0.033069077323196375,34.70064347879418,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2011-07-01,3.0,23.833333333333332,7.900000000000001,33.53333333333333,0.0013333333333333333,0.012666666666666666,0.6,2.1333333333333333,133.33333333333334,87.67997779975127,38.662787238525006,0.01757543664278268,212.60827337272065,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2011-10-01,6.3999999999999995,24.233333333333334,8.0,32.9,0.001,0.013999999999999999,0.5,3.9499999999999997,1476.6666666666667,40.14182746527979,39.187744733663955,0.05331914323355092,40.87845771119355,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2012-01-01,8.200000000000001,16.900000000000002,7.866666666666667,31.5,0.0013333333333333333,0.015333333333333332,1.3666666666666665,3.4333333333333336,123.33333333333333,81.08522526675898,68.84539925153906,0.04174065338697532,46.71795868617155,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2012-04-01,7.033333333333334,24.066666666666666,7.666666666666667,31.96666666666667,0.0013333333333333333,0.007666666666666666,0.4000000000000001,2.0,190.0,106.33935478109052,31.02538008635792,0.028290671275474796,98.93709814888031,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2012-07-01,4.066666666666666,25.7,7.833333333333333,32.8,0.0033333333333333335,0.010666666666666666,0.3333333333333333,5.266666666666667,456.3333333333333,158.40979405979473,31.346066204303856,0.06,52.95663145277066,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2012-10-01,6.566666666666666,23.766666666666666,7.8999999999999995,32.766666666666666,0.0013333333333333333,0.015333333333333332,0.4000000000000001,2.4666666666666663,243.33333333333334,116.39051781770185,21.92061324444021,0.038654189288977694,108.30749379115007,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2013-01-01,8.1,18.433333333333334,7.8999999999999995,32.43333333333334,0.0011666666666666668,0.011666666666666667,0.8333333333333334,1.2666666666666666,35.333333333333336,101.8340998378648,32.54021977700206,0.025719416105674915,49.84959648213275,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2013-04-01,5.7,23.5,8.0,32.1,0.0016666666666666668,0.009,0.3666666666666667,2.5666666666666664,178.0,88.81550953162994,61.60976608398456,0.051103834984711244,47.78094758096724,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2013-07-01,4.466666666666667,26.166666666666668,8.166666666666666,32.3,0.0016666666666666668,0.010666666666666666,0.4000000000000001,2.3666666666666667,209.0,142.98820399783182,45.969682196151666,0.0432707599959785,72.59112808342155,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2013-10-01,6.5,23.599999999999998,8.133333333333333,32.56666666666666,0.0013333333333333333,0.013666666666666667,2.9,4.0,76.66666666666667,167.5425008250712,27.619783636617637,0.0432163575634087,37.73878030938702,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2014-01-01,8.033333333333333,16.8,8.0,33.13333333333333,0.0008333333333333334,0.010333333333333333,0.5,2.0,212.0,157.22025026536107,33.44135430016995,0.03209354774792094,91.65224786125619,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2014-04-01,6.266666666666667,23.0,8.066666666666666,32.266666666666666,0.0023333333333333335,0.008666666666666666,0.9333333333333332,2.2333333333333334,66.33333333333333,141.2152394915464,21.489758839951243,0.044101846016467494,119.40417727847225,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2014-07-01,3.8666666666666667,25.933333333333334,7.7,33.333333333333336,0.0005,0.013999999999999999,0.5,4.133333333333334,173.0,68.35355387659709,23.967455017379578,0.03406064111471082,99.89784881066068,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2014-10-01,6.8,24.8,7.900000000000001,32.96666666666667,0.001,0.006000000000000001,0.5,3.8666666666666667,180.33333333333334,107.691401500468,34.79933705699963,0.045821364245184765,104.98363483101413,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2015-01-01,8.266666666666667,18.033333333333335,7.866666666666667,32.23333333333333,0.0016666666666666668,0.008,0.5666666666666667,1.0333333333333334,288.3333333333333,188.15564801113862,28.076665024875687,0.018767039167538663,25.567694705461953,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2015-04-01,4.966666666666666,23.366666666666664,7.8999999999999995,33.333333333333336,0.0018333333333333333,0.006999999999999999,0.5666666666666668,2.4333333333333336,168.66666666666666,159.26826721703287,23.371877512139694,0.03199918319960714,57.17368498261425,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2015-07-01,3.8333333333333335,24.3,8.066666666666666,33.199999999999996,0.0026666666666666666,0.017666666666666667,0.4666666666666666,3.633333333333333,143.33333333333334,66.18738736178463,38.98119972612857,0.06,65.04726496112995,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2015-10-01,6.166666666666667,26.166666666666668,7.766666666666667,32.86666666666667,0.0006666666666666666,0.011333333333333334,0.4000000000000001,4.766666666666667,153.0,118.0543316880255,32.2126098960004,0.028356304962387245,164.0135373914862,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2016-01-01,8.066666666666666,17.566666666666666,7.8,31.566666666666663,0.001,0.012333333333333333,0.7999999999999999,2.6333333333333333,3.5,132.70844514313634,20.0,0.030085949199224086,53.53207122324353,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2016-04-01,6.033333333333334,22.166666666666668,8.0,32.43333333333333,0.0016666666666666668,0.007333333333333333,0.6666666666666666,2.6999999999999997,2.8333333333333335,93.3244537940823,20.0,0.031836079375860644,20.78114383113599,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2016-07-01,4.633333333333334,24.766666666666666,7.733333333333333,32.833333333333336,0.0006666666666666666,0.011999999999999999,0.7333333333333333,4.466666666666667,11.666666666666666,40.0,27.378278214123853,0.024105477852210584,42.42835001159126,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2016-10-01,6.333333333333333,25.900000000000002,7.933333333333334,31.733333333333334,0.0008333333333333334,0.014333333333333335,0.4666666666666666,4.733333333333333,1.1666666666666667,123.45884157557511,20.0,0.016811640431916425,51.23094430494044,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2017-01-01,7.633333333333333,18.7,7.733333333333333,31.233333333333334,0.0016666666666666668,0.011333333333333334,0.7166666666666667,2.6666666666666665,5.0,92.42846098328462,20.0,0.03444795452225086,22.509441115628245,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2017-04-01,6.666666666666667,23.8,7.833333333333333,32.93333333333333,0.0013333333333333333,0.004666666666666667,0.6,1.2,1.3333333333333333,92.56553913203605,48.23812542081905,0.03934512909288475,125.56033328872425,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2017-07-01,2.966666666666667,25.266666666666666,7.766666666666667,33.4,0.0006666666666666666,0.017666666666666667,0.43333333333333335,8.533333333333333,6.0,107.58618740242346,32.047004750448345,0.03674660617883483,31.08517390790993,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2017-10-01,5.866666666666667,25.766666666666666,7.933333333333334,32.666666666666664,0.001,0.013333333333333334,0.39999999999999997,8.366666666666667,189.66666666666666,115.3213429870816,30.304151030750894,0.03553573516151567,94.18979586156759,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2018-01-01,7.8,17.566666666666666,7.933333333333333,32.5,0.0015000000000000002,0.011666666666666667,0.7999999999999999,9.0,272.8333333333333,119.68210220665098,31.0925484878439,0.03804248975004951,40.414223945732616,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2018-04-01,6.733333333333333,24.233333333333334,8.0,32.9,0.002,0.007666666666666666,0.6333333333333333,6.3,3.1666666666666665,89.06035353772995,22.656618843205173,0.054277578451263166,168.82140854916787,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2018-07-01,2.9,24.366666666666664,7.8999999999999995,33.833333333333336,0.0005,0.017333333333333336,0.4333333333333333,6.266666666666667,3.6666666666666665,112.29266646280729,37.969677841620594,0.034953194363854814,63.31456935306009,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2018-10-01,6.366666666666667,25.266666666666666,7.933333333333334,32.733333333333334,0.001,0.008333333333333333,0.5333333333333333,8.700000000000001,71.0,58.49018203590357,31.696486215391637,0.030412438526127638,56.62715214054607,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2019-01-01,7.7,19.833333333333332,7.966666666666666,32.833333333333336,0.0006666666666666666,0.011333333333333334,0.6,6.7,182.16666666666666,130.88636728788273,25.720187196745258,0.03382219850453672,98.54762616234325,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2019-04-01,6.166666666666667,24.099999999999998,7.766666666666667,32.86666666666667,0.0005,0.008666666666666666,0.5333333333333333,7.266666666666667,4.666666666666667,40.0,27.03708002007952,0.04621203974268108,42.35069083643221,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2019-07-01,3.9333333333333336,26.53333333333333,7.866666666666667,32.699999999999996,0.0018333333333333333,0.005333333333333333,0.3666666666666667,4.566666666666666,2.3333333333333335,109.86784718482332,21.989667139367114,0.06,101.14453774687814,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2019-10-01,6.233333333333333,25.96666666666667,8.0,33.0,0.0011666666666666668,0.008,0.2333333333333333,5.033333333333333,17.166666666666668,152.17151537869336,28.91459537851899,0.02982186457869409,56.5475714432836,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2020-01-01,7.3,19.75,8.149999999999999,32.8,0.002,0.011,0.75,5.050000000000001,4.0,82.92307594538107,30.566112903575384,0.03882164603182999,53.14207484040773,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2020-04-01,5.4,24.95,8.0,32.7,0.00075,0.006,0.9,12.0,2.0,145.075057128009,28.66466642377292,0.04234393550933012,70.23432905253097,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2020-07-01,4.55,24.45,8.05,33.55,0.00125,0.006999999999999999,0.7,10.8,40.0,160.45064492423123,33.722505317037104,0.02612908163990706,40.47486888726334,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2020-10-01,6.3,26.05,7.9,33.05,0.0005,0.01,0.35,8.2,11.0,40.0,32.252781099969155,0.03773157538557247,66.35436681628072,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2021-01-01,5.25,19.75,7.8,32.85,0.00125,0.010499999999999999,0.75,8.8,440.5,114.70229837484902,35.75574490393257,0.022008763611085034,88.82932002101784,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2021-04-01,5.1,24.3,7.466666666666666,33.800000000000004,0.0005,0.008666666666666666,0.3333333333333333,7.199999999999999,12.0,40.0,45.3397591563456,0.019715312134702827,20.701211615439718,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2021-07-01,3.8000000000000003,24.133333333333336,7.266666666666667,33.6,0.0005,0.013999999999999999,0.7666666666666666,3.766666666666666,5.0,115.86270440501688,40.345430188139815,0.0427822317552414,134.31921133926463,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2021-10-01,5.833333333333333,25.400000000000002,7.633333333333333,32.93333333333333,0.0016666666666666668,0.013,0.3666666666666667,4.866666666666666,4883.333333333333,119.74900761565357,45.51380836685444,0.03258482344688181,115.44427795143365,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2022-01-01,6.833333333333333,19.233333333333334,7.266666666666666,33.23333333333333,0.0005,0.008666666666666666,0.21666666666666667,3.233333333333333,607.0,40.0,24.957235482586267,0.04030459043228756,26.575309062682017,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2022-04-01,5.833333333333333,23.366666666666664,7.866666666666667,32.6,0.001,0.006333333333333333,0.3333333333333333,4.066666666666666,158.0,187.3693426727953,27.944435743675246,0.03721084119102422,24.392171419901924,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2022-07-01,3.6,25.433333333333334,7.833333333333333,33.666666666666664,0.001,0.008333333333333333,0.5,5.066666666666666,1600.8333333333333,130.01055326721186,41.16843411787547,0.02628286583030526,117.10238575845797,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2022-10-01,6.3,25.0,7.733333333333333,33.06666666666666,0.0011666666666666668,0.0033333333333333335,0.31666666666666665,4.8999999999999995,910.0,90.28417987712876,41.414576013478936,0.036843380767502994,112.22271231846925,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2023-01-01,7.766666666666667,18.633333333333333,7.633333333333333,33.166666666666664,0.0015000000000000002,0.011333333333333334,0.7000000000000001,5.366666666666667,41.0,171.28827996244814,26.404705577184266,0.02394603654412645,103.82108848533575,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2023-04-01,5.966666666666666,24.3,7.733333333333333,33.13333333333333,0.0011666666666666668,0.004333333333333333,0.6166666666666667,5.633333333333333,23.833333333333332,57.153537277518915,40.59584600062437,0.06,33.62237971095233,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2023-07-01,4.866666666666666,24.866666666666664,7.7,33.56666666666667,0.0005,0.013666666666666667,0.5833333333333334,6.766666666666667,8.0,76.9790138268589,24.17277602595409,0.02290222287989417,201.49271422866528,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2023-10-01,6.066666666666666,25.400000000000002,8.0,32.699999999999996,0.0013333333333333333,0.008,0.13333333333333333,8.799999999999999,58.666666666666664,40.0,38.86720158241342,0.03488556704565671,48.65475404850227,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2024-01-01,7.366666666666667,19.866666666666664,7.833333333333333,33.833333333333336,0.001666666666666667,0.005666666666666667,0.6333333333333334,2.866666666666667,888.6666666666666,183.0365818788767,32.81913345502891,0.025662309370002107,84.07523876776523,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2024-04-01,7.0,25.433333333333334,7.8999999999999995,29.633333333333336,0.001,0.0033333333333333335,1.0333333333333332,4.466666666666667,33.5,131.6321230015201,20.868488741551484,0.04606266472275671,84.64605146013075,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2024-07-01,5.7,25.03333333333333,7.6000000000000005,32.766666666666666,0.0005,0.009333333333333334,1.25,2.8333333333333335,33.666666666666664,143.07906264469733,28.647561370388733,0.03321061866403956,176.99334518436137,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM3,2024-10-01,5.066666666666667,25.733333333333334,7.733333333333333,32.5,0.0006666666666666666,0.01,0.5333333333333333,6.3,6.166666666666667,130.53504318714664,68.53156198282339,0.03102995205061514,78.95215333277699,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1986-01-01,,16.9,7.9,32.8,,,1.1,5.0,10.0,140.08187164006046,35.42367424656449,0.05103833201046868,92.63923403677646,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1986-04-01,6.1,24.3,8.1,28.65,,,0.625,,,122.73271998635963,71.28554142743891,0.03785513992202884,70.63888468123025,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1986-07-01,6.0,28.2,8.1,28.6,0.002,0.01,1.3,2.5,,129.48224699476046,20.45868415981913,0.045172842141819096,38.163147934056965,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1986-10-01,6.5,22.3,8.350000000000001,32.65,0.0085,0.02,0.35,2.75,,123.76612026780327,42.52353423590279,0.026235945805860545,20.588582446241215,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1987-01-01,7.7,17.3,8.2,32.2,0.001,0.119,0.6,2.5,,98.69928680507525,20.0,0.022500007115111718,75.03231828117084,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1987-04-01,6.7,24.1,8.0,29.700000000000003,0.0015,0.00625,1.0499999999999998,4.75,,118.36813321748657,33.105509055779635,0.03893833759877945,33.89272197102876,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1987-07-01,5.5,27.6,8.0,31.0,0.002,0.052,0.6,7.0,,129.5758100641587,40.862430533215885,0.033362572378033965,89.35323692474753,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1987-10-01,5.55,22.65,8.25,32.400000000000006,0.0015,0.0325,0.35,3.5,,123.86921918432458,43.77709961344895,0.04700813997690057,79.98287489538646,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1988-01-01,7.0,18.2,8.2,32.6,0.004,0.019,0.5,5.5,3.0,68.2779762286339,25.363742482030833,0.036383148645840295,78.92030397451067,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1988-04-01,6.35,23.1,8.25,31.9,0.003,0.008749999999999999,1.2000000000000002,2.75,25.5,72.92546659870567,46.814184505269985,0.04034547268278252,41.30119603759166,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1988-07-01,5.1,27.0,8.2,28.6,0.003,0.009,0.5,3.5,52.0,157.89945018707368,27.71158072324407,0.020785057408916393,130.33385084651567,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1988-10-01,6.5,22.200000000000003,8.4,32.0,0.004,0.01,0.75,3.0,8.0,109.25520839408094,31.345543049042618,0.06,95.69098596470836,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1989-01-01,8.1,15.8,8.3,32.1,0.002,0.017,1.1,3.5,2.0,140.4653871462579,28.65474038510846,0.035287014383719104,38.477171574488224,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1989-04-01,6.65,23.5,8.45,31.35,0.0035,0.005,0.8,1.75,10.0,81.77580315971613,22.66751919001781,0.04823718394883962,220.0,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
SM4,1989-07-01,6.9,25.9,8.9,30.8,0.016,0.012,2.0,3.5,2.0,68.43989431737145,55.87323079032234,0.027655149098968882,65.63209145421183,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
