Vị trí quan trắc,KHM,Quý,Nhiệt độ,pH,DO,Độ muối,Độ đục,Độ trong,TSS,Amoni,Phosphat,Tổng xianua,Florua,"Tổng dầu, mỡ khoáng",Coliform,As,Hg,Pb,Cd,Fe,Mn,Cu,Zn,Cr,Cr(VI),Tổng phenol,Aldrin,BHC,Dieldrin,DDTs,Heptachlor & Heptachloreproxide
Làng chài Vông Viêng,NB44,Quý 4 2022,26.4,8.07,6.07,30.9,6.88,1.0,6.5,0.087,0.01,0.0005,0.709,0.15,150.0,0.0026,0.00025,0.00045,0.0001,0.0221,0.0004,0.00045,0.0098,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 1 2023,23.7,8.07,6.18,31.3,6.79,1.5,6.2,0.072,0.01,0.0005,0.796,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.2468,0.0035,0.0009,0.0026,0.003,0.0025,0.002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 2 2023,25.3,8.07,6.38,31.4,6.48,1.6,5.9,0.082,0.01,0.0005,0.855,0.15,1.5,0.0034,0.00025,0.00045,0.0001,0.0245,0.0004,0.00045,0.0103,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 3 2023,29.8,8.08,6.11,30.6,7.06,1.3,6.3,0.083,0.01,0.0005,0.819,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0168,0.0004,0.00045,0.0055,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 4 2023,24.5,8.07,6.18,30.7,6.96,1.2,5.7,0.073,0.01,0.0005,0.772,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0297,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 1 2024,19.9,8.04,6.11,31.2,6.68,1.6,5.1,0.064,0.01,0.0015,0.749,0.15,1.0,0.0022,0.0001,0.0001,0.0001,0.0383,0.0059,0.0005,0.0091,0.0003,0.0035,0.0002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 2 2024,25.0,8.05,6.29,31.5,6.61,1.8,5.2,0.073,0.01,0.0015,0.836,0.15,1.0,0.002,0.0001,0.0001,0.0001,0.0459,0.0069,0.0005,0.0081,0.0003,0.0035,0.0002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 3 2024,28.9,8.06,6.19,30.7,7.17,1.4,6.2,0.054,0.03,0.0015,0.858,0.15,1.0,0.0039,0.0001,0.0048,0.0001,0.3008,0.0057,0.0074,0.0074,0.0009,0.0035,0.0002,x,x,x,x,x
Làng chài Vông Viêng,NB44,Quý 4 2024,25.8,8.1,6.09,30.5,7.73,1.0,5.1,0.051,0.01,0.0015,0.761,0.15,1.0,0.0027,0.0003,0.0001,0.0001,0.2132,0.0032,0.0005,0.0482,0.0005,0.0035,0.0002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 1 2021,21.5,8.11,6.44,30.8,6.92,0.9,5.5,0.217,0.01,0.0005,0.688,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0186,0.0004,0.00045,0.0097,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 2 2021,28.6,8.19,6.19,30.6,7.89,1.4,7.2,0.015,0.01,0.0005,0.79,0.15,1.5,0.0041,0.00025,0.00045,0.0002,0.0092,0.0019,0.0015,0.0215,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 3 2021,31.0,8.12,6.05,30.5,8.15,1.2,7.9,0.015,0.01,0.0005,0.704,0.15,1.5,0.0028,0.00025,0.00045,0.0001,0.0126,0.0031,0.00045,0.0136,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 4 2021,25.2,8.12,6.25,30.7,8.51,1.2,7.2,0.015,0.01,0.0005,0.794,0.15,1.5,0.003,0.00025,0.00045,0.0002,0.0065,0.0015,0.00045,0.026,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 1 2022,22.3,8.09,6.31,30.8,8.44,1.1,8.1,0.244,0.01,0.0005,0.789,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0155,0.0004,0.00045,0.0146,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 2 2022,26.1,8.07,6.24,30.7,8.52,1.0,7.3,0.263,0.01,0.0005,0.686,0.15,1.5,0.0023,0.00025,0.00045,0.0002,0.0129,0.0004,0.00045,0.0153,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 3 2022,28.2,8.05,6.2,30.6,8.67,1.1,7.8,0.015,0.01,0.0005,0.759,0.15,1.5,0.0026,0.00025,0.00045,0.0002,0.0134,0.0004,0.00045,0.0132,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 4 2022,26.8,8.09,6.16,30.7,8.52,1.0,7.5,0.247,0.01,0.0005,0.734,0.15,1.5,0.0018,0.00025,0.00045,0.0002,0.0145,0.0004,0.00045,0.0125,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 1 2023,22.4,8.07,6.28,30.9,8.35,1.3,7.5,0.042,0.01,0.0005,0.815,0.15,1.5,0.0016,0.00025,0.00045,0.0002,0.0197,0.0033,0.001,0.0104,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 2 2023,24.2,8.04,6.24,30.6,6.86,1.3,5.2,0.056,0.01,0.0005,0.842,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0187,0.0004,0.00045,0.0127,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 3 2023,27.0,8.06,6.25,30.6,8.77,1.0,7.2,0.061,0.01,0.0005,0.825,0.15,1.5,0.0021,0.00025,0.00045,0.0002,0.0155,0.0004,0.00045,0.0126,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 4 2023,22.9,8.06,6.3,30.7,8.68,1.1,4.9,0.054,0.01,0.0005,0.848,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0234,0.0004,0.00045,0.0102,0.00045,0.0025,0.002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 1 2024,17.7,8.06,6.2,31.0,8.24,1.2,7.5,0.068,0.01,0.0015,0.768,0.15,1.0,0.0021,0.0001,0.0001,0.0001,0.0302,0.0032,0.0005,0.0098,0.0006,0.0035,0.0002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 2 2024,24.4,8.02,6.18,30.5,6.98,1.4,4.3,0.073,0.01,0.0015,0.836,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0359,0.0032,0.0005,0.0098,0.0006,0.0035,0.0002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 3 2024,27.3,8.02,6.19,30.5,8.88,1.1,7.8,0.054,0.049,0.0015,0.826,0.15,1.0,0.0036,0.0001,0.0001,0.0001,0.3151,0.004,0.00015,0.0135,0.0001,0.0035,0.0002,x,x,x,x,x
Làng chài Cống Đầm,NB45,Quý 4 2024,26.2,8.06,6.19,30.8,8.45,1.0,6.4,0.044,0.01,0.0015,0.871,0.15,1.0,0.0029,0.0001,0.0001,0.0001,0.1657,0.0022,0.0006,0.0231,0.0003,0.0035,0.0002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 1 2021,22.7,8.01,6.65,29.3,8.56,1.1,7.3,0.015,0.01,0.0005,0.746,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0297,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 2 2021,28.6,8.05,6.84,29.6,4.02,1.5,3.6,0.003,0.01,0.0005,0.744,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0307,0.0058,0.00045,0.0022,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 3 2021,29.0,8.08,6.67,29.3,4.14,1.4,3.4,0.037,0.01,0.0005,0.763,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0252,0.0024,0.00045,0.0091,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 4 2021,25.0,8.02,6.35,29.7,4.55,1.2,3.7,0.058,0.01,0.0005,0.82,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0275,0.0046,0.00045,0.0066,0.00045,0.0025,0.001,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 1 2022,21.7,8.05,6.18,29.8,4.68,1.0,4.3,0.015,0.01,0.0005,0.738,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0297,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 2 2022,23.5,8.03,6.1,29.7,4.77,1.0,3.8,0.015,0.01,0.0005,0.778,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0247,0.0004,0.00045,0.0079,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 3 2022,29.9,8.01,6.03,29.5,5.21,0.8,4.7,0.041,0.01,0.0005,0.792,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0337,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 4 2022,26.0,8.03,6.0,29.6,5.08,0.8,4.2,0.015,0.01,0.0005,0.696,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0275,0.0004,0.00045,0.0065,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 1 2023,22.4,8.07,6.12,29.9,6.57,0.8,5.1,0.015,0.01,0.0005,0.841,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0318,0.0004,0.00045,0.0089,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 2 2023,25.3,8.01,6.03,29.6,5.15,0.9,4.7,0.015,0.01,0.0005,0.816,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0327,0.0004,0.00045,0.0093,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 3 2023,29.3,8.04,6.1,29.3,5.37,0.8,4.3,0.058,0.01,0.0005,0.779,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0396,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 4 2023,26.6,8.02,6.12,29.4,5.28,0.7,4.7,0.076,0.01,0.0005,0.816,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0474,0.0004,0.00045,0.0107,0.00045,0.0025,0.002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 1 2024,21.9,8.05,6.16,29.8,6.66,0.7,5.2,0.063,0.01,0.0015,0.781,0.15,1.0,0.0013,0.0001,0.0001,0.0001,0.0719,0.0031,0.0011,0.013,0.0012,0.0035,0.0002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 2 2024,25.6,8.03,6.13,29.7,5.28,0.9,4.3,0.074,0.01,0.0015,0.77,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0658,0.0023,0.0012,0.011,0.001,0.0035,0.0002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 3 2024,28.6,8.02,6.19,29.2,5.48,0.6,3.7,0.053,0.039,0.0015,0.845,0.15,1.0,0.0012,0.0001,0.0001,0.0001,0.2904,0.00015,0.00015,0.0101,0.0001,0.0035,0.0002,x,x,x,x,x
Bãi Dài - Vân Đồn,NB46,Quý 4 2024,24.9,8.06,6.03,29.5,5.15,0.8,3.5,0.062,0.01,0.0015,0.697,0.15,1.0,0.0009,0.0003,0.0001,0.0001,0.0447,0.00015,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 1 2021,21.1,8.09,6.95,30.5,7.79,0.7,6.4,0.063,0.01,0.0005,0.642,0.15,1.5,0.0019,0.0009,0.00045,0.0001,0.0226,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 2 2021,28.0,8.09,6.95,29.9,6.69,1.5,6.2,0.015,0.01,0.0005,0.679,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0243,0.0039,0.00045,0.0112,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 3 2021,28.4,8.04,6.15,30.4,7.78,1.0,7.2,0.058,0.01,0.0005,0.664,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0155,0.0052,0.00045,0.0104,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 4 2021,24.9,8.08,6.29,30.2,7.78,1.0,7.2,0.015,0.01,0.0005,0.84,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0268,0.0055,0.00045,0.0136,0.00045,0.0025,0.001,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 1 2022,21.9,8.05,6.22,30.3,7.77,0.9,7.3,0.077,0.01,0.0005,0.667,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0226,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 2 2022,21.3,8.06,6.14,30.2,7.85,0.8,7.2,0.083,0.01,0.0005,0.739,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0207,0.0045,0.00045,0.0156,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 3 2022,27.3,8.03,6.11,30.1,7.96,0.7,6.8,0.075,0.01,0.0005,0.635,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0248,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 4 2022,26.1,8.05,6.05,30.1,7.82,0.6,7.1,0.074,0.01,0.0005,0.734,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0175,0.0071,0.00045,0.014,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 1 2023,22.0,8.06,6.26,30.4,7.61,1.0,6.5,0.085,0.01,0.0005,0.822,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0246,0.0092,0.00045,0.0158,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 2 2023,23.4,8.02,6.19,30.2,7.85,0.8,6.5,0.092,0.01,0.0005,0.849,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0234,0.0039,0.00045,0.0135,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 3 2023,27.5,8.06,6.16,30.2,8.06,0.8,7.2,0.083,0.01,0.0005,0.838,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0284,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 4 2023,21.5,8.05,6.19,30.5,7.92,0.9,6.1,0.077,0.01,0.0005,0.772,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0356,0.0042,0.00045,0.012,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 1 2024,21.8,8.04,6.2,30.3,7.68,1.1,6.2,0.076,0.01,0.0015,0.787,0.15,1.0,0.0012,0.0001,0.0001,0.0001,0.0809,0.0034,0.0008,0.0149,0.0006,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 2 2024,24.7,8.01,6.25,30.4,7.72,0.9,6.2,0.083,0.01,0.0015,0.783,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0676,0.0026,0.0009,0.0126,0.0004,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 3 2024,27.6,8.1,6.22,30.3,8.19,0.9,6.5,0.072,0.01,0.0015,0.82,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.311,0.00015,0.00015,0.0761,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Minh Châu- xã Minh Châu, Vân Đồn",NB47,Quý 4 2024,24.2,8.02,6.13,30.6,7.81,0.8,5.7,0.065,0.01,0.0015,0.852,0.15,1.0,0.0012,0.0002,0.0001,0.0001,0.0458,0.0018,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 1 2021,21.4,8.12,6.82,30.1,6.63,0.8,5.7,0.074,0.01,0.0005,0.688,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0206,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 2 2021,28.3,8.15,6.8,30.6,5.54,1.4,5.1,0.048,0.01,0.0005,0.685,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0193,0.0042,0.00045,0.0188,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 3 2021,29.4,8.11,6.08,30.5,5.89,1.2,5.2,0.077,0.01,0.0005,0.75,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0126,0.0075,0.00045,0.0135,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 4 2021,24.7,8.13,6.25,30.5,5.95,1.0,5.1,0.067,0.01,0.0005,0.78,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0152,0.0032,0.00045,0.0162,0.00045,0.0025,0.001,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 1 2022,22.2,8.15,6.18,30.6,6.1,0.9,5.7,0.085,0.01,0.0005,0.628,0.15,1.5,0.0008,0.00025,0.00045,0.0001,0.0206,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 2 2022,21.5,8.11,6.08,30.4,6.21,0.8,5.4,0.092,0.01,0.0005,0.713,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0169,0.003,0.00045,0.0221,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 3 2022,27.5,8.13,6.03,30.3,6.44,0.7,5.2,0.086,0.01,0.0005,0.602,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0234,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 4 2022,25.9,8.1,6.06,30.3,6.22,0.6,6.1,0.083,0.01,0.0005,0.703,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0139,0.0044,0.00045,0.0166,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 1 2023,22.2,8.13,6.23,30.7,6.15,1.0,5.7,0.092,0.01,0.0005,0.854,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0172,0.0057,0.00045,0.0144,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 2 2023,24.8,8.12,6.01,30.4,6.21,0.7,5.2,0.071,0.01,0.0005,0.829,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0271,0.0056,0.00045,0.0178,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 3 2023,27.7,8.1,6.08,30.4,6.68,0.8,6.1,0.095,0.01,0.0005,0.812,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0305,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 4 2023,21.7,8.07,6.12,30.5,6.58,0.9,5.2,0.089,0.01,0.0005,0.797,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0374,0.0073,0.00045,0.0145,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 1 2024,22.1,8.11,6.18,30.8,6.24,1.1,5.4,0.092,0.01,0.0015,0.755,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.075,0.0059,0.0013,0.0134,0.0009,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 2 2024,25.0,8.08,6.08,30.3,6.35,0.7,5.4,0.103,0.01,0.0015,0.777,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0627,0.0043,0.0008,0.0113,0.0008,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 3 2024,27.8,8.07,6.18,30.3,6.75,0.8,5.1,0.077,0.01,0.0015,0.807,0.15,1.0,0.0023,5e-05,0.0001,0.0001,0.237,0.00015,0.00015,0.0081,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Sơn Hào- xã Quan Lạn, Vân Đồn",NB48,Quý 4 2024,24.5,8.05,6.2,30.5,6.45,1.0,4.2,0.071,0.01,0.0015,0.781,0.15,1.0,0.001,0.0001,0.0001,0.0001,0.0514,0.0021,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 1 2021,21.6,7.95,6.89,30.3,9.92,0.7,8.2,0.085,0.01,0.0005,0.727,0.15,1.5,0.0008,0.00025,0.00045,0.0001,0.0283,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 2 2021,28.5,8.04,6.92,30.1,8.89,1.2,7.5,0.062,0.01,0.0005,0.738,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0182,0.0025,0.00045,0.0139,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 3 2021,28.6,8,6.2,30.2,9.26,1.0,8.7,0.083,0.01,0.0005,0.645,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0132,0.0046,0.00045,0.0122,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 4 2021,24.8,8.06,6.21,30.2,9.68,0.8,8.4,0.074,0.01,0.0005,0.82,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0226,0.0017,0.00045,0.0117,0.00045,0.0025,0.001,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 1 2022,22.4,8.03,6.14,30.3,9.95,0.7,9.4,0.063,0.01,0.0005,0.712,0.15,1.5,0.0009,0.00025,0.00045,0.0001,0.0283,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 2 2022,21.8,8.01,6.03,30.2,10.1,0.6,9.7,0.056,0.01,0.0005,0.654,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0103,0.0056,0.00045,0.0167,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 3 2022,27.7,8.03,6.0,30.1,10.38,0.7,9.6,0.094,0.01,0.0005,0.713,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0335,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 4 2022,26.2,8.01,6.04,30.1,10.17,0.6,9.3,0.054,0.01,0.0005,0.633,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0077,0.0004,0.00045,0.0121,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 1 2023,22.6,8,6.19,30.5,9.83,0.8,8.4,0.067,0.01,0.0005,0.802,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0109,0.0004,0.00045,0.0116,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 2 2023,25.9,8.03,6.1,30.2,10.1,0.5,9.7,0.048,0.01,0.0005,0.823,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0146,0.0072,0.00045,0.0147,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 3 2023,27.9,8.06,6.05,30.2,10.54,0.8,9.3,0.072,0.01,0.0005,0.779,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0412,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 4 2023,21.9,8.04,6.08,30.3,10.36,0.9,8.5,0.072,0.01,0.0005,0.816,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0161,0.0088,0.00045,0.0137,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 1 2024,22.4,8.02,6.12,30.4,9.92,0.9,8.2,0.067,0.01,0.0015,0.794,0.15,1.0,0.002,0.0001,0.0001,0.0001,0.0658,0.0073,0.001,0.0129,0.0004,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 2 2024,25.4,8.05,6.02,30.4,10.26,0.7,9.2,0.077,0.01,0.0015,0.816,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.0549,0.0054,0.0011,0.0109,0.0003,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 3 2024,28.0,8.02,6.15,30.3,10.68,0.8,8.3,0.066,0.01,0.0015,0.832,0.15,1.0,0.003,0.0002,0.0001,0.0001,0.2734,0.00015,0.00015,0.0077,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Quan Lạn- xã Quan Lạn, Vân Đồn",NB49,Quý 4 2024,24.7,8.06,6.0,30.4,10.18,0.7,8.4,0.056,0.01,0.0015,0.871,0.15,1.0,0.0013,0.0002,0.0001,0.0001,0.0502,0.00015,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
