Station,Station_Name,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,TSS,Coliform,Transparency,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,X,Y,H2S,BOD5,Alkalinity
NB55,Luồng khu Trà Giới,2024-01-01,6.24,17.5,8.1,30.6,0.053,0.01,4.9,1.0,1.3,74.32718915228548,0.0015,0.0018,0.0001,0.0001,0.0005,0.0001,0.012,0.0008,2306115,446899,0.0372861760239274,30.939878396546643,119.50722828282755
NB55,Luồng khu Trà Giới,2024-04-01,6.14,24.0,8.07,31.1,0.064,0.01,5.2,1.0,1.0,65.49357215268856,0.0015,0.0014,0.0001,0.0001,0.0005,0.0001,0.012,0.0008,2306115,446899,0.0345683593286932,27.96549281206122,111.16130728854584
NB55,Luồng khu Trà Giới,2024-07-01,6.11,27.5,8.03,30.5,0.037,0.01,7.2,1.0,1.0,70.33242975499392,0.0015,0.0043,0.0001,0.0001,0.00015,0.0001,0.0785,0.0011,2306115,446899,0.0360741746721498,29.60414226436392,115.86319545701464
NB55,Luồng khu Trà Giới,2024-10-01,6.18,25.7,8.02,30.8,0.01,0.01,4.5,1.0,1.4,73.62455740581449,0.0015,0.0034,0.0001,0.0001,0.0031,0.0004,0.0864,0.0006,2306115,446899,0.0370749326445349,30.70600593226118,118.88070173879127
NB56,Luồng khu Đông Tráng,2021-01-01,6.16,21.9,8.01,30.5,0.015,0.01,5.1,1.5,1.8,85.86080834355973,0.0005,0.0007,0.0001,0.0012,0.00045,0.00025,0.0105,0.00045,2305453,452834,0.0406463736679435,34.71878144994282,129.02239358040725
NB56,Luồng khu Đông Tráng,2021-04-01,6.95,28.2,8.15,30.7,0.093,0.021,3.6,1.5,2.1,133.03403378619987,0.0005,0.0049,0.0001,0.00045,0.0015,0.00025,0.0094,0.0028,2305453,452834,0.0528171809870151,49.25840322675946,157.905984393932
NB56,Luồng khu Đông Tráng,2021-07-01,6.85,31.3,8.18,30.8,0.175,0.01,3.8,1.5,2.0,38.17457692613221,0.0005,0.0034,0.0001,0.00045,0.00045,0.00025,0.0118,0.0009,2305453,452834,0.025029500090168,18.169882349761377,75.55580396329768
NB56,Luồng khu Đông Tráng,2021-10-01,6.65,25.3,8.09,30.8,0.084,0.01,4.5,1.5,1.8,36.7912488836133,0.0005,0.0036,0.0001,0.00045,0.00045,0.00025,0.0114,0.001,2305453,452834,0.0244829432288468,17.641957057590375,73.12113628396821
NB56,Luồng khu Đông Tráng,2022-01-01,6.51,21.8,8.07,30.9,0.015,0.01,4.5,1.5,1.9,38.58842067904853,0.0005,0.001,0.0001,0.0015,0.00045,0.00025,0.0119,0.00045,2305453,452834,0.0251914570618176,18.32706648521697,76.2670456845047
NB56,Luồng khu Đông Tráng,2022-04-01,6.41,25.8,8.05,30.8,0.015,0.033,4.5,1.5,1.6,89.22374977924783,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.0116,0.00045,2305453,452834,0.0415913134462753,35.80088086485139,131.5566666867483
NB56,Luồng khu Đông Tráng,2022-07-01,6.31,28.4,8.03,30.7,0.181,0.046,4.7,1.5,1.5,159.3156241354849,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.007,0.00045,2305453,452834,0.0588314578500171,56.888817763128685,169.7978951458578
NB56,Luồng khu Đông Tráng,2022-10-01,6.22,26.2,8.1,30.9,0.015,0.039,4.7,1.5,1.5,57.64950649261008,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0143,0.00045,2305453,452834,0.0320286096776468,25.25594539730101,102.7464224704196
NB56,Luồng khu Đông Tráng,2023-01-01,6.44,22.5,8.1,31.0,0.015,0.01,4.2,1.5,1.8,16.42670911782066,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0128,0.00045,2305453,452834,0.0151142543335024,9.263897165848748,40.0
NB56,Luồng khu Đông Tráng,2023-04-01,6.18,24.8,8.03,30.6,0.015,0.01,7.6,1.5,1.1,26.64604251512869,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.0103,0.00045,2305453,452834,0.0201860986437062,13.63384031897474,51.84028549558498
NB56,Luồng khu Đông Tráng,2023-07-01,6.24,27.3,8.01,30.7,0.057,0.01,5.1,1.5,1.5,45.18617547075922,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0067,0.00045,2305453,452834,0.027685811723529,20.7899336593504,86.67853108815953
NB56,Luồng khu Đông Tráng,2023-10-01,6.28,23.4,8.03,30.8,0.062,0.033,4.2,1.5,1.6,53.39615427969476,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0089,0.00045,2305453,452834,0.0305933827354589,23.756002420121,97.69084450019142
NB56,Luồng khu Đông Tráng,2024-01-01,6.35,17.9,8.11,31.1,0.069,0.066,3.5,1.0,1.7,58.45744948453728,0.0015,0.0019,0.0001,0.0001,0.0005,0.0001,0.0086,0.0016,2305453,452834,0.0322963625075425,25.53830706622205,103.66445490981094
NB56,Luồng khu Đông Tráng,2024-04-01,6.1,24.6,8.05,30.5,0.086,0.052,7.5,1.0,1.0,76.65715863556485,0.0015,0.0017,0.0001,0.0001,0.0005,0.0001,0.0086,0.0016,2305453,452834,0.0379809979882188,31.712261637525163,121.54324491923668
NB56,Luồng khu Đông Tráng,2024-07-01,6.17,28.2,8.0,30.1,0.01,0.049,4.3,1.0,1.0,61.98567582728068,0.0015,0.0032,0.0001,0.0001,0.00015,0.0001,0.0064,0.0001,2305453,452834,0.0334486058962955,26.76233853575879,107.53014676710212
NB56,Luồng khu Đông Tráng,2024-10-01,6.22,25.5,8.03,30.9,0.01,0.01,3.7,1.0,1.5,141.49581283082534,0.0015,0.0019,0.0001,0.0001,0.00015,0.0002,0.0331,0.0001,2305453,452834,0.0548017984841416,51.74569678955528,161.9735844217363
NB57,Cảng Hòn Nét,2021-01-01,6.89,21.6,8.01,30.4,0.015,0.01,5.1,1.5,1.1,49.70016518614544,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0044,0.00045,2313052,449812,0.029308466645769,22.43300307829204,92.95930777274523
NB57,Cảng Hòn Nét,2021-04-01,6.7,29.5,8.19,30.2,0.015,0.01,5.1,1.5,1.4,44.39092042019397,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0038,0.00045,2313052,449812,0.0273933080947949,20.4971184621068,85.50728162097828
NB57,Cảng Hòn Nét,2021-07-01,6.29,29.6,8.12,30.0,0.037,0.01,5.3,1.5,1.2,100.11694124456152,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0077,0.00045,2313052,449812,0.0445581902425404,39.25165258476348,139.15502154081847
NB57,Cảng Hòn Nét,2021-10-01,6.72,25.0,8.16,30.2,0.015,0.01,5.7,1.5,1.2,29.50999714036628,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0089,0.00045,2313052,449812,0.0214572124047725,14.792325384648388,58.57431720295523
NB57,Cảng Hòn Nét,2022-01-01,6.46,22.5,8.17,30.3,0.015,0.01,5.8,1.5,1.1,94.84628778172488,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0063,0.00045,2313052,449812,0.0431397964568412,37.59197378217979,135.58766821280008
NB57,Cảng Hòn Nét,2022-04-01,6.35,22.8,8.13,30.2,0.015,0.01,5.4,1.5,1.0,79.68934228088366,0.0005,0.0025,0.0001,0.00045,0.00045,0.00025,0.0048,0.00045,2313052,449812,0.0388726476764702,32.71040258337649,124.10212734905068
NB57,Cảng Hòn Nét,2022-07-01,6.31,29.3,8.11,30.1,0.044,0.01,5.6,1.5,0.9,68.47972321321778,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0063,0.00045,2313052,449812,0.0355027013932301,28.97950052519004,114.1023004032733
NB57,Cảng Hòn Nét,2022-10-01,6.24,26.0,8.09,30.3,0.015,0.01,5.5,1.5,1.0,196.1898699284215,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.009,0.00045,2313052,449812,0.06,60.0,183.5310442859705
NB57,Cảng Hòn Nét,2023-01-01,6.38,22.8,8.19,30.5,0.015,0.01,5.8,1.5,1.0,51.34865409397469,0.0005,0.0025,0.0001,0.00045,0.00045,0.00025,0.0075,0.00045,2313052,449812,0.0298861491546033,23.02545011707672,95.11170218821128
NB57,Cảng Hòn Nét,2023-04-01,6.29,29.3,8.1,30.1,0.015,0.01,5.4,1.5,0.9,220.0,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0061,0.00045,2313052,449812,0.06,60.0,200.0
NB57,Cảng Hòn Nét,2023-07-01,6.28,29.0,8.09,30.0,0.051,0.01,5.2,1.5,1.0,65.31651666104742,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0084,0.00045,2313052,449812,0.0345124282631158,27.90508160061802,110.98274203087604
NB57,Cảng Hòn Nét,2023-10-01,6.32,22.2,8.1,30.0,0.057,0.01,4.7,1.5,1.1,34.520746311000465,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0077,0.00045,2313052,449812,0.0235676093142712,16.766678815389973,68.91934220119087
NB57,Cảng Hòn Nét,2024-01-01,6.31,22.4,8.17,30.4,0.05,0.01,5.4,1.0,1.1,78.12786148687033,0.0015,0.0016,0.0001,0.0001,0.00015,0.0001,0.0096,0.0006,2313052,449812,0.0384152118607017,32.19736374208122,122.79678323979302
NB57,Cảng Hòn Nét,2024-04-01,6.23,26.2,8.12,30.2,0.061,0.01,5.4,1.0,1.0,38.99014027882467,0.0015,0.0017,0.0001,0.0001,0.00015,0.0001,0.0081,0.0004,2313052,449812,0.0253480030255334,18.47932165909452,76.95019198724927
NB57,Cảng Hòn Nét,2024-07-01,6.2,28.5,8.1,30.0,0.01,0.01,5.2,1.0,0.9,47.46915664057451,0.0015,0.0037,0.0001,0.0001,0.00015,0.0001,0.0187,0.0001,2313052,449812,0.0285142354453599,21.624858168442124,89.92976608746
NB57,Cảng Hòn Nét,2024-10-01,6.24,24.2,8.06,30.1,0.01,0.01,4.6,1.0,1.0,95.26948156743391,0.0015,0.0017,0.0001,0.0001,0.00015,0.0001,0.001,0.0001,2313052,449812,0.0432548330016855,37.72590617821836,135.88133200061964
NB58,Luồng Cửa Ông,2021-01-01,6.83,22.2,8.1,30.6,0.015,0.01,4.1,1.5,1.9,104.88389839486888,0.0005,0.0007,0.0001,0.0023,0.00045,0.00025,0.001,0.00045,2319421,458021,0.0458153916649195,40.73762888550222,142.223283546005
NB58,Luồng Cửa Ông,2021-04-01,6.88,28.5,8.12,30.4,0.015,0.01,4.3,1.5,2.0,51.34989168938538,0.0005,0.0011,0.0003,0.00045,0.00045,0.00025,0.0058,0.00045,2319421,458021,0.0298865800233206,23.02589344272007,95.11329198982968
NB58,Luồng Cửa Ông,2021-07-01,6.44,29.0,8.04,30.3,0.015,0.01,3.9,1.5,1.8,136.28017411015895,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2319421,458021,0.0535843603858747,50.21624594490297,159.49620580185604
NB58,Luồng Cửa Ông,2021-10-01,6.42,25.1,8.13,30.4,0.015,0.01,4.3,1.5,1.8,151.0881786110616,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0067,0.00045,2319421,458021,0.056994760204311,54.52944094425416,166.30031032084537
NB58,Luồng Cửa Ông,2022-01-01,6.28,23.0,8.11,30.5,0.015,0.01,4.2,1.5,1.7,178.91756867105832,0.0005,0.0009,0.0001,0.0015,0.00045,0.00025,0.0044,0.00045,2319421,458021,0.06,60.0,177.45207026253163
NB58,Luồng Cửa Ông,2022-04-01,6.2,23.2,8.1,30.4,0.015,0.01,4.4,1.5,1.5,103.23265608364804,0.0005,0.0016,0.0002,0.00045,0.00045,0.00025,0.0089,0.00045,2319421,458021,0.0453825564545994,40.22446584902736,141.17653628502887
NB58,Luồng Cửa Ông,2022-07-01,6.16,29.7,8.07,30.2,0.015,0.01,4.8,1.5,1.4,171.18327151957303,0.0005,0.0011,0.0001,0.0015,0.00045,0.00025,0.0044,0.00045,2319421,458021,0.06,60.0,174.53714848342796
NB58,Luồng Cửa Ông,2022-10-01,6.07,25.9,8.05,30.4,0.034,0.01,4.8,1.5,1.5,23.93699546039945,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0108,0.00045,2319421,458021,0.0189321340641902,12.51472207695098,44.76806288103769
NB58,Luồng Cửa Ông,2023-01-01,6.22,23.3,8.12,30.7,0.041,0.01,3.3,1.5,1.9,61.75455560874889,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0126,0.00045,2319421,458021,0.0333739476319722,26.68259419274361,107.2837380548615
NB58,Luồng Cửa Ông,2023-04-01,6.16,30.8,8.13,30.3,0.015,0.01,4.5,1.5,1.4,44.264923193642055,0.0005,0.0019,0.0002,0.00045,0.00045,0.00025,0.0099,0.00045,2319421,458021,0.0273467723445942,20.45062949496633,85.31978974706294
NB58,Luồng Cửa Ông,2023-07-01,6.1,29.4,8.05,30.1,0.015,0.01,4.1,1.5,1.5,80.4991172073936,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0067,0.00045,2319421,458021,0.0391084522992299,32.9756638540645,124.76903444509568
NB58,Luồng Cửa Ông,2023-10-01,6.14,22.5,8.07,30.1,0.015,0.01,3.8,1.5,1.6,52.95373849360866,0.0005,0.0017,0.0002,0.00045,0.00045,0.00025,0.0106,0.00045,2319421,458021,0.0304415026675812,23.598631999870413,97.1420312321305
NB58,Luồng Cửa Ông,2024-01-01,6.13,23.1,8.13,30.8,0.024,0.01,1.5,1.0,2.0,67.70693700718427,0.0015,0.0017,0.0001,0.0001,0.00015,0.0001,0.0127,0.0004,2319421,458021,0.0352625002800189,28.71795380278136,113.3536863220107
NB58,Luồng Cửa Ông,2024-04-01,6.08,26.0,8.09,30.2,0.031,0.01,4.5,1.0,1.5,220.0,0.0015,0.002,0.0001,0.0001,0.00015,0.0001,0.0107,0.0003,2319421,458021,0.06,60.0,195.286995208162
NB58,Luồng Cửa Ông,2024-07-01,6.19,28.8,8.01,30.0,0.01,0.01,4.7,1.0,1.0,67.56084917981063,0.0015,0.0024,0.0001,0.0001,0.00015,0.0001,0.0079,0.0001,2319421,458021,0.0352169689996441,28.66844358669372,113.21120814318486
NB58,Luồng Cửa Ông,2024-10-01,6.05,24.5,8.04,30.1,0.01,0.01,1.5,1.0,1.5,96.2426151767268,0.0015,0.0016,0.0001,0.0001,0.00015,0.0001,0.001,0.0001,2319421,458021,0.0435185832267253,38.0334308263355,136.55169268760855
NB59,Lạch Vông Vang - Cống Thẻ,2021-01-01,6.59,23.6,8.04,30.5,0.015,0.01,3.7,1.5,1.2,65.04624165187663,0.0005,0.0008,0.0001,0.00045,0.00045,0.00025,0.001,0.00045,2322828,469833,0.034426931931757,27.81280038105558,110.7092268030306
NB59,Lạch Vông Vang - Cống Thẻ,2021-04-01,6.8,28.1,8.05,30.4,0.015,0.01,4.1,1.5,1.5,78.40283258141756,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0106,0.00045,2322828,469833,0.0384960293063776,32.28785654333888,123.02853151827335
NB59,Lạch Vông Vang - Cống Thẻ,2021-07-01,6.66,29.3,8.02,30.2,0.015,0.01,4.1,1.5,1.3,75.15824425963064,0.0005,0.0012,0.0001,0.00045,0.00045,0.00025,0.0089,0.00045,2322828,469833,0.037534996325266,31.21592371972741,120.24066721744286
NB59,Lạch Vông Vang - Cống Thẻ,2021-10-01,6.29,25.1,8.04,30.5,0.015,0.01,4.5,1.5,1.3,98.2791998434604,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0106,0.00045,2322828,469833,0.0440671191139012,38.67500843179612,137.93296263892637
NB59,Lạch Vông Vang - Cống Thẻ,2022-01-01,6.21,22.6,8.06,30.5,0.015,0.01,4.1,1.5,1.4,151.80448960968627,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.001,0.00045,2322828,469833,0.0571562408899838,54.73586561069759,166.61230142188708
NB59,Lạch Vông Vang - Cống Thẻ,2022-04-01,6.12,23.6,8.04,30.4,0.015,0.01,4.8,1.5,1.2,203.3507233323254,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.005,0.00045,2322828,469833,0.06,60.0,185.8957599041332
NB59,Lạch Vông Vang - Cống Thẻ,2022-07-01,6.07,29.6,8.05,30.2,0.015,0.01,4.5,1.5,1.1,90.35098085848672,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.001,0.00045,2322828,469833,0.0419048334895064,36.16174435424792,132.38480327636668
NB59,Lạch Vông Vang - Cống Thẻ,2022-10-01,6.01,26.1,8.02,30.3,0.015,0.01,4.7,1.5,1.0,107.06652485999382,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.009,0.00045,2322828,469833,0.0463833381384943,41.413447411392056,143.58187544142407
NB59,Lạch Vông Vang - Cống Thẻ,2023-01-01,6.26,22.8,8.09,30.7,0.035,0.01,4.2,1.5,1.5,37.26518142638994,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0069,0.00045,2322828,469833,0.0246711106299815,17.823268318122025,73.96541963257732
NB59,Lạch Vông Vang - Cống Thẻ,2023-04-01,6.08,25.4,8.01,30.3,0.015,0.01,5.1,1.5,1.0,70.99848557397824,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0039,0.00045,2322828,469833,0.036278139568288,29.827891397432147,116.48493030337518
NB59,Lạch Vông Vang - Cống Thẻ,2023-07-01,6.13,28.7,8.06,30.1,0.063,0.01,4.5,1.5,1.0,132.44159734822955,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.001,0.00045,2322828,469833,0.052676358856618,49.083087732377344,157.61157859534356
NB59,Lạch Vông Vang - Cống Thẻ,2023-10-01,6.1,26.2,8.07,30.2,0.078,0.01,4.3,1.5,1.1,126.60517558326904,0.0005,0.0028,0.0001,0.00045,0.00045,0.00025,0.0056,0.00045,2322828,469833,0.0512752420409282,47.34738431137653,154.63874553668614
NB59,Lạch Vông Vang - Cống Thẻ,2024-01-01,6.18,22.2,8.07,30.8,0.086,0.01,3.7,1.0,1.5,85.13754190486206,0.0015,0.0019,0.0001,0.0001,0.0022,0.0001,0.0093,0.0004,2322828,469833,0.0404412149750608,34.484949961997,128.464389311802
NB59,Lạch Vông Vang - Cống Thẻ,2024-04-01,6.0,25.6,8.0,30.4,0.091,0.01,4.3,1.0,1.2,128.18305626613886,0.0015,0.0016,0.0001,0.0001,0.0012,0.0001,0.0079,0.0003,2322828,469833,0.0516565495638684,47.81819122668009,155.4557583827181
NB59,Lạch Vông Vang - Cống Thẻ,2024-07-01,6.12,28.2,8.05,30.3,0.059,0.01,4.5,1.0,1.0,100.84147793337392,0.0015,0.0019,0.0001,0.0001,0.00015,0.0001,0.0659,0.0001,2322828,469833,0.0447507998938617,39.47841005620252,139.63066835975275
NB59,Lạch Vông Vang - Cống Thẻ,2024-10-01,6.14,24.4,8.09,30.2,0.053,0.01,3.4,1.0,1.0,155.06071905325882,0.0015,0.0011,0.0001,0.0001,0.00015,0.0002,0.0381,0.0001,2322828,469833,0.0578864789038431,55.67178526119172,168.01225033037286
NB60,Cửa Đối,2021-01-01,7.93,20.2,7.68,30.5,0.015,0.01,3.2,1.5,1.9,89.24769415064894,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0039,0.00045,2319552,480158,0.0415979896514087,35.80855573633805,131.57436627828446
NB60,Cửa Đối,2021-04-01,6.77,27.9,8.1,30.5,0.09,0.01,3.8,1.5,2.0,60.3554168832357,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0066,0.00045,2319552,480158,0.0329195664136282,26.198551654777887,105.7720673771586
NB60,Cửa Đối,2021-07-01,6.01,28.1,8.05,30.5,0.123,0.01,3.1,1.5,1.9,91.79909840804532,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0081,0.00045,2319552,480158,0.042305305524067,36.624008588815855,133.43365027732094
NB60,Cửa Đối,2021-10-01,6.69,24.8,8.12,30.5,0.075,0.01,3.2,1.5,1.7,12.66478895750453,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0059,0.00045,2319552,480158,0.0129366378190962,7.525950264058383,40.0
NB60,Cửa Đối,2022-01-01,6.38,21.5,8.1,30.6,0.015,0.01,4.2,1.5,1.5,94.45564855180736,0.0005,0.0021,0.0001,0.00045,0.00045,0.00025,0.0084,0.00045,2319552,480158,0.043033426003498,37.46823753046402,135.31542945540198
NB60,Cửa Đối,2022-04-01,6.24,20.8,8.07,30.5,0.015,0.01,4.6,1.5,1.4,8.195115050221403,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0139,0.00045,2319552,480158,0.0099710497630164,5.315499778134437,40.0
NB60,Cửa Đối,2022-07-01,6.2,26.7,8.04,30.4,0.144,0.01,4.5,1.5,1.2,26.33328271015752,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0072,0.00045,2319552,480158,0.0200440337748375,13.505849925391034,51.06146370378328
NB60,Cửa Đối,2022-10-01,6.14,26.0,8.06,30.4,0.015,0.01,4.5,1.5,1.0,98.4846977062163,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0127,0.00045,2319552,480158,0.0441222132694505,38.739596307688906,138.07074403763937
NB60,Cửa Đối,2023-01-01,6.33,21.8,8.14,30.8,0.037,0.01,4.2,1.5,1.7,100.03524506310843,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.013,0.00045,2319552,480158,0.0445364371787914,39.22606354818241,139.1011734906718
NB60,Cửa Đối,2023-04-01,6.27,26.8,8.04,30.5,0.015,0.01,4.2,1.5,1.2,37.00476938136859,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0121,0.00045,2319552,480158,0.0245678379785201,17.723700886348908,73.50284879440278
NB60,Cửa Đối,2023-07-01,6.27,26.8,8.08,30.5,0.052,0.01,3.8,1.5,1.2,48.624443593742,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2319552,480158,0.0289273425707634,22.044272896683427,91.51591832484245
NB60,Cửa Đối,2023-10-01,6.24,21.2,8.05,30.6,0.066,0.01,3.4,1.5,1.3,171.92316342619162,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0111,0.00045,2319552,480158,0.06,60.0,174.82163954456527
NB60,Cửa Đối,2024-01-01,6.38,21.5,8.15,30.9,0.063,0.01,1.5,1.0,1.6,55.83661761759336,0.0015,0.0014,0.0001,0.0001,0.0007,0.0001,0.0143,0.0004,2319552,480158,0.0314222682207897,24.61945141304191,100.63879473709297
NB60,Cửa Đối,2024-04-01,6.18,26.2,8.06,30.6,0.075,0.01,3.4,1.0,1.4,220.0,0.0015,0.0017,0.0001,0.0001,0.0008,0.0001,0.0121,0.0003,2319552,480158,0.06,60.0,200.0
NB60,Cửa Đối,2024-07-01,6.32,27.1,8.05,30.6,0.01,0.044,1.5,1.0,1.4,74.79739627779979,0.0015,0.0023,0.0001,0.0019,0.00015,0.0001,0.0283,0.0001,2319552,480158,0.0374270939059339,31.09613937547119,119.92320587294616
NB60,Cửa Đối,2024-10-01,6.28,24.6,8.07,30.5,0.01,0.01,1.5,1.0,1.2,95.90726194608688,0.0015,0.0015,0.0001,0.0001,0.00015,0.0001,0.001,0.0001,2319552,480158,0.0434278133520062,37.927525179699686,136.32144707525066
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2021-01-01,6.59,22.0,8.06,30.5,0.015,0.01,3.7,1.5,2.1,199.6218862462991,0.0005,0.0014,0.0007,0.001,0.00045,0.00025,0.0085,0.00045,2314890,456306,0.06,60.0,184.67497593994432
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2021-04-01,6.97,28.9,8.1,30.5,0.015,0.01,3.8,1.5,1.8,81.07726073064777,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0029,0.00045,2314890,456306,0.0392762235859319,33.16472023109319,125.24108464773678
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2021-07-01,6.38,29.4,8.06,30.4,0.015,0.01,3.9,1.5,1.6,40.77718497285524,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0096,0.00045,2314890,456306,0.0260366842654604,19.152859848272527,79.90624077236795
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2021-10-01,6.61,25.2,8.08,30.5,0.015,0.01,3.9,1.5,1.5,70.06393679376565,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0041,0.00045,2314890,456306,0.0359917352891334,29.513826640943325,115.6109019322284
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2022-01-01,6.39,22.7,8.09,30.6,0.015,0.01,3.9,1.5,1.6,73.28477048601971,0.0005,0.001,0.0001,0.00045,0.00045,0.00025,0.0096,0.00045,2314890,456306,0.0369724866010255,30.592746247045792,118.57557055239636
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2022-04-01,6.3,22.9,8.05,30.4,0.015,0.01,3.9,1.5,1.5,32.73234208396781,0.0005,0.003,0.0001,0.00045,0.00045,0.00025,0.0062,0.00045,2314890,456306,0.0228294716749034,16.06908318150937,65.41033391193739
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2022-07-01,6.24,29.5,8.02,30.3,0.015,0.01,4.2,1.5,1.4,64.12343555425988,0.0005,0.0012,0.0001,0.00045,0.00045,0.00025,0.0096,0.00045,2314890,456306,0.034133938133213,27.497138684629288,109.76671714636709
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2022-10-01,6.18,26.1,8.03,30.5,0.015,0.01,4.2,1.5,1.5,47.745253397019056,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0046,0.00045,2314890,456306,0.0286133260717774,21.72527711770559,90.31231624010252
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2023-01-01,6.3,23.0,8.11,30.8,0.015,0.01,3.7,1.5,1.8,131.16823498442045,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0066,0.00045,2314890,456306,0.0523728210985776,48.70573543542584,156.97431028749736
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2023-04-01,6.22,30.4,8.08,30.3,0.035,0.01,3.6,1.5,1.3,76.47286941768331,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0068,0.00045,2314890,456306,0.0379263529144739,31.651343632568004,121.38447496741024
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2023-07-01,6.2,29.2,8.04,30.2,0.015,0.01,3.9,1.5,1.5,63.08348748245172,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0104,0.00045,2314890,456306,0.0338017131069314,27.140309011315527,108.6881700340972
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2023-10-01,6.24,22.4,8.06,30.2,0.015,0.01,1.5,1.5,1.6,70.21473737271215,0.0005,0.0021,0.0001,0.00045,0.00045,0.00025,0.0093,0.00045,2314890,456306,0.0360380534264945,29.56456147051297,115.75272277509696
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2024-01-01,6.24,22.7,8.1,30.9,0.027,0.01,3.3,1.0,1.7,85.73397387779153,0.0015,0.0019,0.0001,0.0001,0.00015,0.0001,0.012,0.001,2314890,456306,0.0406104467003119,34.67780470158569,128.92488073624665
NB61,Lạch giữa đảo Thẻ Vàng- đảo Vạn Đuôi,2024-04-01,6.14,26.4,8.05,30.4,0.034,0.01,3.6,1.0,1.2,108.85158553584318,0.0015,0.0018,0.0001,0.0001,0.00015,0.0001,0.0101,0.0008,2314890,456306,0.0468443826055514,41.96410647674137,144.6725679875912
